year,fips,heroin_death_rate,heroin_deaths,heroin_treatment_rate,heroin_treatments,hospitalization_rate,hospitalizations,methadone_treatment_rate,methadone_treatments,naloxone_providers,overdose_rate,overdoses,pain_reliever_death_rate,pain_reliever_deaths,county
2016,18179,,,,,,,,,,,,0.0,1.0,Wells
2016,18181,,,,,,,,,,,,0.0,1.0,White
2016,18183,,,,,,,,,,,,0.0,0.0,Whitley
2017,18001,,,,,,,,,3.0,,,,,Adams
2017,18003,,,,,,,,,31.0,,,,,Allen
2017,18005,,,,,,,,,7.0,,,,,Bartholomew
2017,18009,,,,,,,,,2.0,,,,,Blackford
2017,18011,,,,,,,,,5.0,,,,,Boone
2017,18013,,,,,,,,,1.0,,,,,Brown
2017,18015,,,,,,,,,1.0,,,,,Carroll
2017,18017,,,,,,,,,3.0,,,,,Cass
2017,18019,,,,,,,,,8.0,,,,,Clark
2017,18021,,,,,,,,,2.0,,,,,Clay
2017,18023,,,,,,,,,3.0,,,,,Clinton
2017,18025,,,,,,,,,1.0,,,,,Crawford
2017,18027,,,,,,,,,1.0,,,,,Daviess
2017,18029,,,,,,,,,5.0,,,,,Dearborn
2017,18031,,,,,,,,,2.0,,,,,Decatur
2017,18033,,,,,,,,,2.0,,,,,DeKalb
2017,18035,,,,,,,,,13.0,,,,,Delaware
2017,18037,,,,,,,,,5.0,,,,,Dubois
2017,18039,,,,,,,,,15.0,,,,,Elkhart
2017,18041,,,,,,,,,2.0,,,,,Fayette
2017,18043,,,,,,,,,6.0,,,,,Floyd
2017,18045,,,,,,,,,2.0,,,,,Fountain
2017,18047,,,,,,,,,3.0,,,,,Franklin
2017,18049,,,,,,,,,2.0,,,,,Fulton
2017,18051,,,,,,,,,2.0,,,,,Gibson
2017,18053,,,,,,,,,6.0,,,,,Grant
2017,18055,,,,,,,,,3.0,,,,,Greene
2017,18057,,,,,,,,,27.0,,,,,Hamilton
2017,18059,,,,,,,,,6.0,,,,,Hancock
2017,18061,,,,,,,,,2.0,,,,,Harrison
2017,18063,,,,,,,,,11.0,,,,,Hendricks
2017,18065,,,,,,,,,6.0,,,,,Henry
2017,18067,,,,,,,,,7.0,,,,,Howard
2017,18069,,,,,,,,,2.0,,,,,Huntington
2017,18071,,,,,,,,,3.0,,,,,Jackson
2017,18073,,,,,,,,,4.0,,,,,Jasper
2017,18075,,,,,,,,,3.0,,,,,Jay
2017,18077,,,,,,,,,3.0,,,,,Jefferson
2017,18079,,,,,,,,,2.0,,,,,Jennings
2017,18081,,,,,,,,,13.0,,,,,Johnson
2017,18083,,,,,,,,,3.0,,,,,Knox
2017,18085,,,,,,,,,5.0,,,,,Kosciusko
2017,18087,,,,,,,,,2.0,,,,,LaGrange
2017,18089,,,,,,,,,46.0,,,,,Lake
2017,18091,,,,,,,,,9.0,,,,,LaPorte
2017,18093,,,,,,,,,3.0,,,,,Lawrence
2017,18095,,,,,,,,,11.0,,,,,Madison
2017,18097,,,,,,,,,113.0,,,,,Marion
2017,18099,,,,,,,,,4.0,,,,,Marshall
2017,18101,,,,,,,,,1.0,,,,,Martin
2017,18103,,,,,,,,,2.0,,,,,Miami
2017,18105,,,,,,,,,9.0,,,,,Monroe
2017,18107,,,,,,,,,3.0,,,,,Montgomery
2017,18109,,,,,,,,,5.0,,,,,Morgan
2017,18111,,,,,,,,,2.0,,,,,Newton
2017,18113,,,,,,,,,3.0,,,,,Noble
2017,18117,,,,,,,,,3.0,,,,,Orange
2017,18119,,,,,,,,,1.0,,,,,Owen
2017,18121,,,,,,,,,1.0,,,,,Parke
2017,18123,,,,,,,,,1.0,,,,,Perry
2017,18125,,,,,,,,,1.0,,,,,Pike
2017,18127,,,,,,,,,12.0,,,,,Porter
2017,18129,,,,,,,,,1.0,,,,,Posey
2017,18131,,,,,,,,,1.0,,,,,Pulaski
2017,18133,,,,,,,,,1.0,,,,,Putnam
2017,18135,,,,,,,,,1.0,,,,,Randolph
2017,18137,,,,,,,,,2.0,,,,,Ripley
2017,18139,,,,,,,,,1.0,,,,,Rush
2017,18141,,,,,,,,,25.0,,,,,St. Joseph
2017,18143,,,,,,,,,2.0,,,,,Scott
2017,18145,,,,,,,,,2.0,,,,,Shelby
2017,18149,,,,,,,,,3.0,,,,,Starke
2017,18151,,,,,,,,,2.0,,,,,Steuben
2017,18153,,,,,,,,,1.0,,,,,Sullivan
2017,18155,,,,,,,,,1.0,,,,,Switzerland
2017,18157,,,,,,,,,11.0,,,,,Tippecanoe
2017,18159,,,,,,,,,1.0,,,,,Tipton
2017,18161,,,,,,,,,1.0,,,,,Union
2017,18163,,,,,,,,,19.0,,,,,Vanderburgh
2017,18165,,,,,,,,,1.0,,,,,Vermillion
2017,18167,,,,,,,,,10.0,,,,,Vigo
2017,18169,,,,,,,,,3.0,,,,,Wabash
2017,18173,,,,,,,,,3.0,,,,,Warrick
2017,18175,,,,,,,,,1.0,,,,,Washington
2017,18177,,,,,,,,,6.0,,,,,Wayne
2017,18179,,,,,,,,,2.0,,,,,Wells
2017,18181,,,,,,,,,3.0,,,,,White
2017,18183,,,,,,,,,3.0,,,,,Whitley
